0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,target
9,11,9,16,10,16,27,22,16,20,16,13,16,12,17,11,17,5,8,6,83
12,2,7,6,24,5,16,4,11,11,4,7,5,18,12,10,19,22,1,18,84
4,2,10,3,12,0,0,9,17,2,0,1,2,7,0,0,18,19,0,6,84
11,1,9,2,6,1,22,2,14,31,7,12,2,5,7,6,3,1,2,4,84
7,19,4,12,14,7,12,9,14,18,3,6,12,19,12,9,17,19,14,10,84
21,1,4,2,18,0,12,6,40,9,3,0,1,15,1,0,12,14,2,25,84
7,3,9,2,13,2,12,4,9,13,1,1,4,10,2,0,15,33,3,9,84
6,10,9,12,16,6,15,9,7,18,2,8,5,14,3,2,7,12,5,6,84
8,9,1,3,10,4,9,5,10,4,1,4,5,8,4,4,11,4,6,4,84
13,3,15,6,9,1,15,7,17,12,23,5,1,16,3,7,18,24,1,22,84
23,6,15,10,17,2,13,16,40,11,5,2,4,26,5,0,27,26,3,12,84
23,9,15,17,10,3,10,19,39,8,4,5,4,25,4,1,18,17,4,11,84
20,9,9,10,11,6,6,19,29,8,8,1,3,21,3,1,22,21,6,6,84
23,7,16,7,9,2,5,18,30,7,6,2,3,25,5,1,25,18,1,8,84
22,6,18,9,16,3,6,23,35,9,1,3,2,23,3,1,24,16,2,4,84
6,7,3,2,10,4,20,1,7,14,4,3,3,6,10,5,8,4,5,3,84
10,0,8,2,14,0,1,2,18,9,3,3,2,16,0,1,11,40,1,9,84
11,5,22,4,18,4,16,7,26,13,1,5,2,19,3,4,19,54,8,12,84
10,5,3,7,26,6,13,9,22,11,1,1,9,13,2,0,17,21,5,22,84
7,2,18,4,12,0,19,2,13,14,7,13,8,7,5,5,8,3,4,11,84
6,5,10,3,14,2,23,1,12,19,7,25,8,3,2,10,8,8,6,5,84
5,8,1,7,5,1,11,2,5,15,5,6,5,7,2,5,4,13,1,0,84
9,0,10,5,15,1,12,3,10,12,7,3,0,3,17,5,4,3,3,8,84
1,0,5,2,7,0,0,1,4,1,0,0,0,3,2,0,5,4,0,1,84
15,0,3,4,7,0,6,6,31,6,0,0,1,10,1,0,12,12,4,3,84
5,0,3,1,9,0,14,2,3,19,6,9,3,8,4,4,9,2,4,5,84
12,3,11,2,8,2,6,1,21,9,5,1,6,11,1,3,13,23,4,7,84
17,4,20,1,33,8,23,10,19,24,16,27,10,7,5,17,12,25,7,16,84
19,2,18,12,19,3,8,8,27,8,1,1,3,25,2,7,22,29,6,39,84
5,3,0,2,9,2,3,6,2,2,2,2,3,5,4,6,3,11,2,3,84
8,4,22,6,8,4,15,6,8,13,9,14,12,8,23,8,9,1,7,5,84
9,5,5,2,13,6,12,2,13,14,18,6,4,7,2,13,5,3,4,11,84
11,16,8,7,10,18,10,4,10,12,12,8,17,10,7,4,12,3,15,9,84
5,3,5,5,15,14,8,13,13,5,4,4,2,8,14,9,12,2,5,3,84
6,3,1,3,9,15,17,4,5,20,18,12,6,7,5,1,9,4,7,7,84
8,2,12,3,10,4,10,8,10,8,3,0,6,7,11,0,9,7,8,11,84
5,4,30,11,9,14,7,12,1,12,16,9,3,8,6,13,7,8,4,21,85
3,2,0,6,1,16,0,11,2,0,1,0,1,4,6,6,7,0,0,0,85
12,11,39,16,4,15,43,23,18,41,19,30,22,24,11,11,27,1,20,12,85
2,1,0,9,1,4,3,4,1,6,11,3,5,1,12,6,0,0,3,2,85
3,8,8,8,10,12,1,12,11,5,1,5,2,14,16,0,10,23,3,0,85
9,5,3,9,6,7,0,14,12,1,2,0,1,4,16,0,3,14,1,4,85
3,0,8,13,0,0,0,14,7,0,0,0,0,5,2,0,4,0,1,0,85
4,4,1,4,5,18,3,8,5,4,8,5,3,0,8,8,0,0,6,1,85
7,9,6,12,6,12,12,7,7,11,15,12,9,15,19,8,3,3,3,12,85
8,4,8,2,10,6,7,4,10,4,10,7,3,13,9,3,11,7,2,7,85
8,18,0,13,7,44,3,20,9,2,12,7,13,9,33,10,10,2,6,36,85
6,6,9,14,9,13,22,22,7,23,18,10,5,26,10,13,20,7,8,9,85
1,0,5,6,4,2,1,14,6,4,1,0,0,13,12,0,12,2,0,0,85
6,6,13,14,4,12,11,16,6,9,14,13,5,10,16,17,8,2,5,7,85
3,6,3,5,5,7,2,11,8,3,2,3,0,10,12,2,7,0,4,11,85
7,23,13,11,12,39,8,20,14,9,21,8,5,7,21,16,5,2,6,3,85
21,5,24,10,49,11,16,9,26,30,8,25,11,11,32,19,18,35,9,18,85
0,1,0,8,1,3,0,7,5,0,0,0,0,5,6,0,4,0,0,0,85
0,0,4,4,8,0,6,2,6,8,6,22,0,1,6,1,2,0,0,3,85
6,5,10,23,6,7,2,22,11,1,7,0,2,9,6,3,3,0,4,2,85
6,9,0,13,13,18,9,14,4,5,8,3,8,2,9,6,0,0,6,10,85
3,5,6,5,10,9,0,6,13,0,11,0,7,6,37,5,6,2,2,0,85
10,0,39,6,4,0,6,4,9,6,6,23,3,9,29,10,14,4,4,3,85
0,6,5,5,26,6,1,12,2,0,4,0,3,11,32,1,14,30,4,0,85
1,0,6,35,0,0,7,43,17,8,0,0,0,3,0,0,1,0,0,0,85
3,4,5,10,0,7,1,11,14,1,0,0,2,7,1,2,8,2,0,0,85
6,5,19,12,8,30,14,11,17,13,10,9,4,10,21,9,9,4,6,4,85
4,3,17,9,8,5,5,8,7,10,7,20,8,4,11,8,5,7,13,3,85
6,19,7,11,26,46,7,17,13,8,18,8,9,7,16,6,3,9,11,1,85
4,6,6,9,33,7,2,14,11,4,11,2,3,2,30,8,4,37,3,3,85
5,15,10,6,3,8,5,25,7,5,2,1,10,7,20,0,6,2,4,2,85
9,17,13,7,9,20,22,10,16,7,9,7,8,20,19,12,15,7,10,9,85
6,7,6,8,15,5,5,20,11,7,8,2,7,4,31,7,6,7,6,2,85
8,3,1,7,2,13,0,11,5,2,4,3,2,8,4,2,6,1,3,3,85
8,6,11,1,7,5,8,9,14,6,5,2,9,1,10,9,5,15,3,4,85
2,1,5,7,1,2,0,7,9,0,2,1,0,5,8,1,4,4,2,0,85
3,1,0,6,6,39,6,7,2,4,23,4,1,3,10,8,1,2,3,8,85
6,15,3,17,10,35,6,16,10,6,11,3,13,9,17,6,3,6,5,1,85
4,3,5,10,4,2,20,19,3,18,11,4,2,3,11,10,2,24,3,3,85
8,10,8,4,12,14,3,17,21,2,9,0,4,6,18,7,12,7,6,2,85
1,13,3,2,2,22,1,8,5,3,16,1,11,4,6,9,8,4,4,1,85
1,8,3,7,10,6,0,10,10,2,9,3,6,3,15,4,4,27,3,0,85
3,0,4,7,8,0,3,9,19,7,0,7,0,7,9,1,8,34,0,0,85
4,0,8,7,11,0,11,7,20,19,0,20,1,2,13,1,5,13,1,0,85
3,0,8,16,0,1,1,15,9,0,0,0,0,19,14,0,9,0,1,0,85
3,2,4,3,2,13,15,9,4,13,9,8,4,6,27,4,8,3,6,7,85
11,7,5,9,7,2,11,6,14,8,20,7,1,6,4,8,6,0,2,7,85
3,10,2,22,25,2,24,28,13,19,15,25,3,10,14,8,7,9,8,6,85
18,8,7,15,21,56,8,19,17,9,18,8,11,11,37,15,9,18,11,8,85
2,2,0,7,6,5,0,11,4,0,2,0,2,5,12,0,2,2,1,1,85
7,14,4,3,8,27,1,15,4,0,14,1,7,6,17,6,6,3,2,0,85
1,0,0,9,0,2,0,6,2,0,0,0,0,4,4,0,0,3,0,0,85
1,3,0,5,2,2,0,11,2,0,0,0,1,3,7,0,2,2,4,0,85
6,10,9,7,8,16,10,16,4,10,9,10,3,4,22,15,5,4,2,13,85
1,3,3,4,5,18,4,5,4,5,5,1,7,5,8,2,6,3,2,2,85
10,21,5,7,21,50,7,20,7,10,10,7,16,9,25,12,10,18,6,4,85
7,6,3,7,10,18,2,20,12,0,11,2,6,4,15,0,6,14,10,2,85
2,0,10,8,0,6,2,14,7,2,0,2,0,11,11,0,11,0,0,0,85
3,25,27,11,23,20,11,31,6,6,19,5,14,7,11,15,11,43,15,9,85
2,5,11,10,1,7,2,17,1,2,9,3,10,2,12,4,1,0,7,2,85
3,19,30,17,10,23,5,35,6,4,17,3,10,13,12,11,15,12,13,1,85
6,31,33,9,26,20,10,27,6,9,8,1,13,3,13,24,5,15,4,5,85
12,16,28,12,5,17,16,33,26,17,16,2,8,10,48,18,7,8,8,15,85
4,17,28,13,8,21,5,36,7,2,18,3,18,10,15,9,7,16,11,6,85
10,7,5,7,21,4,5,11,6,6,6,2,4,14,12,9,13,32,2,17,86
2,1,1,3,2,0,6,5,2,4,5,3,2,5,5,5,11,7,0,9,86
3,2,0,2,9,3,1,6,1,1,9,0,0,4,10,4,3,0,1,1,86
3,3,1,3,7,6,0,8,8,3,10,3,5,4,8,5,3,0,4,4,86
1,2,1,1,11,8,2,3,9,1,4,0,3,5,21,7,5,4,3,9,86
6,0,3,9,7,7,3,6,2,3,14,1,1,2,18,2,0,0,1,4,86
4,2,0,1,9,4,2,2,0,2,1,2,2,5,10,9,4,8,1,3,86
3,1,2,3,2,5,0,6,2,1,11,2,2,4,6,9,1,2,0,12,86
13,2,6,9,10,10,15,4,13,8,27,10,6,7,19,12,8,8,4,12,86
2,19,1,3,7,35,8,5,1,3,14,5,8,2,8,3,2,3,3,6,86
3,2,0,5,1,2,2,6,3,2,1,0,2,3,18,1,3,0,1,1,86
6,0,0,7,12,1,3,9,5,2,8,2,2,5,5,6,5,14,1,10,86
5,4,1,3,11,8,10,5,8,5,22,6,0,2,27,17,1,6,3,5,86
5,4,2,9,16,17,15,16,6,10,5,7,7,6,3,14,8,8,6,25,86
4,6,4,16,18,7,7,12,3,5,12,1,4,7,11,8,2,6,2,26,86
1,2,0,4,2,1,1,7,1,1,1,1,1,4,17,1,6,0,1,9,86
12,17,41,9,17,18,13,7,24,22,13,8,15,13,10,5,13,2,11,9,86
12,14,13,12,19,12,24,15,13,24,19,6,17,21,20,14,17,2,6,19,86
0,10,3,2,13,22,9,6,4,15,18,6,1,10,12,13,7,7,3,12,86
1,1,1,1,2,0,1,5,2,1,15,0,0,4,5,0,2,15,0,1,86
8,4,3,5,4,17,13,16,3,12,4,3,6,6,6,11,8,2,9,6,86
4,9,1,9,23,43,6,10,3,10,17,4,6,7,28,8,4,14,4,1,86
3,7,3,4,15,22,4,11,10,2,6,1,7,5,17,8,3,5,1,0,86
8,4,1,8,11,12,5,24,7,5,37,1,4,11,12,42,13,13,0,12,86
4,5,0,5,20,2,4,5,3,7,2,5,1,4,14,0,5,6,2,1,86
4,5,6,2,5,6,6,9,1,6,13,3,0,7,23,17,6,6,0,1,86
5,1,8,1,8,3,3,2,6,6,28,1,0,9,22,9,6,15,2,12,86
4,1,1,6,7,8,2,4,1,4,6,2,1,2,10,7,3,5,1,2,86
5,11,3,9,9,48,1,12,6,2,18,2,4,7,17,0,6,9,1,2,86
1,1,0,5,10,4,4,11,3,6,18,3,1,3,28,2,2,4,1,1,86
6,9,0,6,13,99,5,10,5,11,23,5,9,6,10,8,3,5,9,0,86
0,1,0,3,4,0,4,8,3,2,5,0,2,4,5,0,5,4,3,0,86
7,18,2,5,2,69,5,18,3,3,9,2,4,2,11,8,3,0,8,4,86
1,2,1,6,13,6,1,7,0,0,3,0,0,5,5,3,5,12,0,4,86
4,9,1,3,11,11,1,6,1,5,18,3,2,3,12,5,6,4,1,5,86
5,5,2,1,30,17,5,7,6,1,7,6,4,8,19,18,2,19,4,16,86
3,11,17,12,6,8,15,23,8,13,8,4,10,12,16,21,12,3,8,30,86
2,6,1,2,14,6,3,8,5,8,11,2,6,5,18,5,3,1,5,7,86
8,4,4,2,8,5,3,10,5,8,9,4,2,7,10,23,3,7,0,3,86
4,20,2,8,4,16,9,18,3,9,7,3,6,4,23,10,4,8,2,14,86
4,2,0,8,15,6,2,7,3,0,8,2,1,4,9,3,8,7,1,3,86
3,1,0,3,6,1,0,6,2,1,3,0,0,4,3,1,7,3,1,3,86
4,1,8,7,6,4,13,1,8,11,1,10,3,5,17,4,3,6,7,18,86
3,5,0,1,14,20,1,4,2,0,12,2,3,5,16,4,3,11,0,0,86
5,0,0,6,7,3,5,8,3,4,5,0,4,3,11,3,4,3,4,7,86
7,10,29,21,1,8,27,12,6,38,22,24,14,2,19,8,4,0,13,14,87
6,5,15,5,9,1,23,7,12,20,3,5,3,15,5,10,11,8,2,20,87
27,4,38,23,18,9,49,28,33,53,10,29,13,38,55,16,31,11,15,16,87
5,3,6,7,21,5,9,14,10,13,6,7,0,23,16,6,15,14,4,9,87
1,2,4,2,8,0,4,3,4,5,7,0,3,7,16,2,5,0,0,1,87
15,3,22,21,10,6,42,11,19,33,15,22,11,34,5,7,24,4,9,15,87
9,11,75,14,6,17,16,9,14,20,26,14,6,20,25,16,16,8,6,8,87
4,2,13,4,15,5,14,9,13,19,1,2,4,21,1,6,11,13,4,19,87
11,12,28,6,8,7,28,18,19,26,12,10,11,23,23,12,25,5,11,21,87
7,3,3,2,2,6,10,3,5,6,4,10,0,13,42,0,11,2,2,1,87
3,5,3,2,7,4,1,9,6,1,7,10,1,12,44,0,11,1,0,2,87
1,7,1,2,10,7,4,1,2,5,5,1,1,9,16,0,11,8,1,0,87
9,4,18,3,9,1,15,9,8,15,16,11,5,7,26,5,2,1,5,14,87
5,4,7,6,3,8,16,6,8,24,9,6,6,1,17,0,1,1,8,4,87
13,2,36,11,11,1,15,6,25,23,11,18,12,17,18,27,12,6,8,10,87
12,0,4,3,4,3,9,9,12,11,9,11,1,13,35,2,9,2,0,1,87
17,1,46,16,4,1,28,9,12,30,19,43,17,12,6,15,11,4,14,27,87
10,3,32,20,7,2,36,19,17,40,1,20,10,26,4,2,36,2,10,9,87
14,12,18,12,3,13,11,17,14,7,25,10,2,15,24,2,17,1,6,1,87
2,2,0,0,7,8,7,3,7,5,3,6,4,8,23,0,10,2,0,1,87
4,7,9,13,6,6,27,14,13,20,9,5,8,14,34,9,12,4,8,11,87
20,12,20,19,13,8,43,27,26,52,11,24,18,34,13,7,28,9,18,15,87
1,1,0,7,1,2,10,5,2,8,4,2,4,1,18,12,0,0,2,5,87
2,2,1,7,2,2,3,8,1,5,5,4,2,9,29,0,7,1,1,0,87
12,8,25,10,9,15,34,9,19,31,18,39,21,25,10,25,15,6,15,17,87
30,7,71,28,12,4,59,22,29,53,30,48,9,20,14,30,19,7,13,42,87
6,10,5,11,8,12,16,13,6,18,12,19,16,17,39,9,12,8,16,3,87
16,2,79,6,9,2,54,2,33,55,2,30,8,28,4,2,27,2,18,25,87
10,4,38,10,29,8,32,13,21,26,1,9,9,20,6,17,23,17,7,43,87
19,19,105,18,5,17,42,21,22,49,23,80,14,29,10,8,16,0,18,10,87
7,8,9,6,7,15,30,9,10,25,22,6,8,9,12,18,5,1,9,20,87
7,0,7,4,2,2,6,5,12,8,15,5,0,9,10,0,8,0,0,2,87
11,12,148,16,5,6,28,8,10,31,9,48,11,25,12,1,23,1,23,9,87
5,1,3,4,8,5,14,3,7,16,7,9,4,9,22,8,8,0,5,2,87
12,0,166,10,4,0,49,2,20,55,4,32,10,31,1,10,32,2,12,22,87
32,2,38,33,4,0,30,20,35,25,17,14,1,27,4,0,22,0,3,6,87
13,7,10,11,16,1,15,15,11,14,8,5,3,18,22,25,15,9,2,15,87
13,14,44,15,25,20,26,14,13,33,16,12,17,15,23,30,19,16,12,25,87
10,6,11,13,16,6,19,18,13,24,5,14,5,16,12,16,17,13,14,12,87
13,5,8,18,9,14,32,22,22,33,24,30,11,28,8,5,30,4,7,6,87
3,6,15,12,5,8,16,11,7,18,2,1,7,10,41,11,4,3,9,11,87
13,3,28,16,14,2,29,7,10,24,8,38,8,24,7,19,16,16,6,21,87
10,7,20,12,10,7,21,11,22,41,18,37,6,17,7,26,7,6,7,26,87
26,2,49,20,3,2,19,2,14,15,13,46,7,15,6,21,9,1,11,14,87
4,1,0,0,8,2,12,3,6,11,1,7,1,9,17,2,17,5,3,0,87
10,2,67,20,5,1,42,10,21,38,16,20,14,30,3,7,34,7,11,32,87
4,12,1,7,9,46,4,7,4,8,16,7,14,5,13,11,5,7,15,4,87
0,0,0,0,14,0,0,0,0,1,0,6,0,4,16,0,10,10,1,0,87
2,1,0,0,2,3,7,3,1,8,4,5,0,0,14,11,0,0,0,8,87
9,13,11,7,8,6,18,11,15,10,4,9,6,14,7,9,14,11,11,7,87
4,4,11,15,11,1,11,7,3,14,6,6,1,10,11,10,3,29,6,39,87
1,2,3,0,15,2,4,2,2,5,0,0,0,2,0,3,4,17,0,18,87
4,5,7,5,2,5,8,12,16,7,3,9,1,16,28,2,9,0,3,5,87
4,2,0,1,22,5,0,4,2,0,11,3,2,8,2,0,7,6,0,12,87
4,6,1,7,12,25,10,6,5,8,7,2,2,13,10,8,13,5,3,17,87
20,5,10,6,11,3,23,17,58,21,3,2,8,27,1,1,27,0,5,9,87
14,9,17,11,12,3,23,12,21,16,8,16,7,33,18,22,24,21,6,30,87
13,5,9,0,12,0,24,8,29,25,3,7,2,5,9,0,10,8,3,16,87
9,11,40,18,5,8,37,9,14,29,13,15,6,15,13,8,23,8,6,18,87
9,12,10,25,8,19,22,24,10,21,17,23,9,11,30,8,12,2,16,15,87
8,3,18,11,2,4,26,12,16,21,5,14,2,20,6,1,17,4,8,14,87
13,18,52,8,7,17,21,22,44,26,9,15,16,17,19,14,20,3,14,13,87
6,4,10,8,2,10,9,8,9,7,4,11,4,8,33,3,4,6,5,6,87
2,4,8,5,4,5,8,4,13,13,6,8,3,15,47,1,19,0,2,4,87
3,6,34,3,25,13,16,1,11,9,0,12,6,11,46,6,18,7,10,4,87
10,8,9,15,1,13,24,10,9,20,22,12,7,10,9,39,8,1,5,9,87
9,7,2,12,8,9,8,18,11,5,10,10,1,15,33,0,12,3,0,1,87
1,2,1,1,6,13,1,6,5,0,3,6,2,15,14,0,12,1,0,0,87
10,2,68,12,7,0,44,6,23,40,4,21,4,36,1,10,35,10,10,21,87
12,6,29,8,6,0,46,3,16,43,2,16,7,19,3,1,19,5,14,14,87
4,11,2,4,12,25,10,6,6,11,23,9,10,6,4,17,8,2,5,14,87
6,11,16,15,10,23,28,10,17,34,8,14,11,18,22,14,26,11,11,28,87
2,3,6,2,9,0,7,1,4,8,3,0,1,5,11,2,3,7,2,5,87
6,10,22,17,17,1,28,17,20,37,5,11,14,26,6,11,30,9,8,27,87
19,7,19,21,15,6,37,24,20,36,9,41,16,25,5,1,21,8,15,12,87
10,0,106,11,4,0,38,4,17,25,1,9,1,30,4,23,41,24,3,39,87
19,8,77,26,7,3,52,12,32,63,12,55,18,31,4,52,20,7,24,74,87
11,3,9,11,6,14,5,14,18,8,21,5,3,7,55,24,9,2,4,7,87
6,4,13,5,13,4,9,9,9,12,11,3,6,4,22,6,2,5,2,30,87
4,10,9,11,19,18,22,20,10,24,10,15,9,13,30,9,13,8,8,8,87
23,7,35,18,5,5,34,21,24,47,12,24,7,27,15,23,28,3,14,31,87
15,7,15,5,4,4,8,12,20,8,9,8,2,20,38,0,17,0,1,7,87
11,6,28,2,6,5,14,8,12,20,4,4,4,15,1,9,11,3,7,13,87
7,2,2,6,7,7,10,2,11,12,10,10,7,10,25,5,12,0,4,3,87
12,5,27,12,33,0,34,16,43,33,0,6,8,46,3,5,41,27,5,15,87
5,1,0,0,1,2,8,5,3,7,6,11,2,13,15,0,13,5,0,0,87
3,6,5,10,3,4,17,17,12,18,10,14,10,14,20,8,11,3,11,14,88
7,16,5,11,11,7,15,7,6,14,5,7,6,10,9,15,9,12,4,23,88
12,3,8,14,9,11,28,6,16,29,12,16,10,15,34,10,11,4,11,21,88
10,7,30,16,6,6,32,11,17,21,17,18,8,34,17,12,37,8,6,6,88
13,3,7,8,8,4,18,17,17,12,16,21,2,21,14,2,13,2,2,9,88
16,4,32,24,17,4,40,28,16,36,14,13,13,33,10,12,34,5,9,31,88
10,2,5,8,9,5,17,8,15,12,20,12,1,14,19,13,11,8,7,25,88
5,16,1,14,11,29,2,13,8,5,9,7,4,13,15,1,14,7,10,8,88
5,1,10,12,13,1,13,5,9,8,1,10,3,16,1,1,19,19,6,14,88
10,5,13,5,9,8,15,6,7,12,10,12,3,7,6,2,6,3,5,3,88
7,10,9,13,11,5,35,15,10,38,9,13,17,10,13,12,6,1,20,10,88
3,9,2,4,2,1,11,10,1,13,1,3,4,1,17,4,0,2,3,9,88
6,5,22,14,11,8,19,11,8,12,11,13,9,16,7,10,8,6,12,21,88
5,1,6,10,12,4,7,23,6,13,4,9,7,14,10,3,13,6,8,3,88
5,4,8,11,2,1,19,5,6,16,8,16,2,13,15,8,9,2,2,9,88
3,5,7,17,14,8,11,8,7,13,13,4,6,18,10,6,10,8,9,3,88
10,3,7,15,9,6,8,7,7,9,6,16,3,19,10,2,18,15,2,6,88
8,7,4,16,10,2,12,12,10,11,6,5,5,16,12,8,17,3,6,4,88
11,4,11,8,2,4,19,7,8,22,3,20,9,8,18,14,5,1,12,12,88
2,1,0,15,4,2,13,19,5,8,7,4,0,11,8,0,8,2,7,0,88
10,15,18,13,28,8,18,12,12,12,15,17,12,14,17,19,14,16,13,24,88
6,2,6,13,20,0,19,17,9,17,26,14,3,17,20,4,17,11,3,9,88
3,6,9,4,1,1,20,7,3,21,4,12,20,10,11,12,8,0,17,7,88
2,5,3,8,0,2,13,7,2,14,6,16,2,3,1,11,3,0,6,6,88
2,4,0,2,19,1,6,3,6,5,1,4,5,8,8,3,6,9,1,8,88
8,3,13,10,2,8,16,8,10,28,2,14,9,10,16,14,7,7,10,21,88
10,12,3,12,14,14,19,14,11,11,9,0,5,21,14,12,17,13,5,6,88
3,5,4,10,1,2,13,5,5,13,6,10,5,3,5,10,3,2,5,10,88
10,7,8,6,12,1,18,10,16,19,7,14,5,13,9,4,19,29,10,9,88
15,2,9,10,13,2,6,8,29,6,13,8,1,15,13,1,10,4,0,6,88
6,4,3,5,19,13,7,10,8,7,11,7,6,16,19,2,8,9,6,7,88
8,4,0,13,1,3,10,5,5,11,7,6,4,5,7,8,3,3,8,10,88
5,11,11,2,5,4,15,13,6,18,7,5,9,4,12,6,3,0,8,19,88
7,23,22,9,21,13,12,10,18,11,8,10,22,27,8,13,21,20,12,13,88
1,1,4,4,4,5,13,3,3,16,3,4,5,5,6,13,4,4,7,3,88
1,2,4,6,8,5,3,5,7,8,3,3,2,3,11,8,2,13,1,5,88
11,21,11,21,15,35,30,6,15,16,14,15,7,17,12,3,17,20,11,6,88
2,3,5,10,12,1,7,11,10,13,5,11,4,15,12,8,9,7,12,5,88
11,8,7,20,9,6,16,13,15,11,11,7,3,13,21,15,6,1,7,9,88
9,3,5,14,2,5,4,17,6,8,7,3,6,25,7,6,18,7,3,7,88
5,1,26,13,9,1,24,11,9,15,5,20,4,25,1,5,24,11,7,10,88
4,3,13,11,9,11,26,5,11,18,10,11,8,15,9,14,13,11,5,20,88
7,3,1,14,0,3,13,4,4,14,6,4,4,7,9,8,3,2,4,12,88
5,1,7,11,8,1,16,8,5,19,1,6,1,8,9,7,4,5,4,5,88
12,8,19,17,15,2,21,11,20,24,10,26,4,29,3,16,19,14,9,29,88
11,5,3,20,8,5,14,15,7,14,15,16,3,16,20,3,15,6,6,3,88
13,8,14,14,17,5,15,11,16,12,10,8,5,6,16,9,14,5,6,11,88
7,2,33,9,8,6,20,8,13,15,8,21,5,13,7,14,15,8,10,18,88
4,6,10,9,2,2,19,6,9,16,6,15,3,6,10,10,5,6,7,13,88
11,10,18,17,15,3,22,17,15,16,24,24,2,10,14,11,12,6,10,18,88
10,3,8,3,16,6,8,7,19,4,2,7,8,10,11,15,10,18,5,32,88
7,9,5,18,25,16,13,22,13,12,8,9,11,11,18,15,12,10,9,15,88
10,3,22,16,9,5,30,13,3,33,13,26,6,13,15,7,17,4,12,13,88
9,5,23,8,4,3,16,3,6,14,6,14,2,19,4,11,16,6,5,10,88
4,6,3,7,7,3,15,11,10,19,2,5,5,14,4,4,8,1,4,17,88
11,8,22,16,11,7,22,8,12,19,8,12,5,23,8,22,12,9,13,19,88
2,3,0,11,5,5,21,17,3,11,7,22,2,3,14,3,8,1,5,0,88
3,2,0,12,2,3,14,9,6,15,10,9,1,14,14,9,8,3,4,14,88
4,6,3,10,10,5,7,13,5,12,4,9,4,15,25,2,12,1,4,5,88
1,0,14,9,0,0,13,6,5,14,4,0,3,4,5,10,5,0,3,2,89
4,14,16,8,3,50,16,5,8,9,46,6,6,4,21,2,2,6,9,12,89
7,0,8,2,4,5,6,2,8,9,2,3,5,5,7,1,13,9,7,1,89
21,3,44,21,6,2,35,8,24,40,11,38,22,14,1,9,18,4,26,28,89
0,0,18,8,2,2,9,7,2,11,8,2,3,4,5,3,4,2,3,4,89
3,3,7,3,11,0,14,2,6,10,6,8,4,3,11,32,3,0,7,9,89
3,6,13,8,3,96,7,11,7,7,32,3,5,1,6,5,3,3,4,7,89
3,3,7,1,16,1,9,2,6,6,11,5,7,7,1,10,6,0,4,41,89
18,10,18,14,12,4,24,4,37,19,18,6,9,16,14,10,8,6,9,30,89
1,1,38,9,9,2,33,4,8,41,4,4,5,10,0,6,10,47,8,28,89
11,3,43,6,8,5,38,1,15,31,12,31,9,20,5,5,12,19,16,37,89
14,3,22,8,4,5,16,10,8,14,12,8,4,6,8,6,10,1,7,8,89
13,0,25,9,1,2,30,7,10,33,6,40,9,15,10,21,12,0,15,16,89
18,0,56,8,8,4,55,2,13,47,5,50,14,21,1,18,14,20,14,62,89
2,0,11,3,4,2,7,10,5,9,7,5,2,0,14,12,0,6,2,25,89
3,3,4,10,3,1,12,2,7,10,16,1,4,6,0,6,4,4,6,54,89
5,8,13,10,8,14,8,24,8,12,10,2,11,5,10,17,3,4,16,8,89
12,3,17,12,5,10,21,8,11,34,9,29,11,8,10,15,11,11,14,25,89
2,1,18,0,1,1,8,8,5,8,0,2,0,5,0,2,5,8,0,2,89
4,9,22,8,6,22,14,1,6,8,10,8,3,3,3,5,8,0,2,7,89
5,4,7,8,7,10,9,14,4,9,7,2,5,10,11,18,10,8,11,4,89
3,0,12,8,4,0,13,6,1,14,12,0,4,4,2,4,3,0,2,6,89
3,6,15,7,4,6,6,16,1,7,5,0,8,1,16,3,1,0,8,4,89
8,1,16,9,7,0,8,10,5,8,6,1,4,1,9,4,0,0,4,3,89
11,14,25,14,18,63,24,9,12,18,22,11,13,10,26,19,10,9,14,16,89
5,0,15,1,0,0,12,1,8,7,21,3,0,5,3,3,4,1,4,7,89
0,0,4,1,0,0,9,0,2,8,4,1,7,0,0,3,0,1,10,4,89
8,2,17,3,20,5,18,10,7,15,17,5,4,8,3,6,5,2,7,10,89
14,4,17,8,10,7,16,9,22,14,40,17,10,5,13,18,4,0,9,13,89
8,0,25,0,4,5,15,3,6,10,9,4,2,3,3,4,3,2,4,7,89
0,3,13,0,4,1,6,0,1,6,2,5,2,2,2,1,1,1,2,11,89
4,2,22,3,15,2,13,2,8,16,23,5,4,1,4,24,0,0,6,23,89
12,11,4,7,18,20,12,11,17,17,14,9,12,13,20,31,12,11,8,14,89
1,0,17,4,1,0,11,3,1,11,5,0,3,3,3,13,5,1,3,4,89
6,2,31,5,4,1,30,10,9,37,8,4,10,1,31,3,2,8,16,7,89
2,2,19,1,7,2,11,0,5,6,10,1,1,4,0,4,4,6,0,3,89
6,8,14,3,10,15,14,8,2,15,8,1,8,10,11,7,9,6,15,9,89
6,11,5,2,6,8,15,10,6,17,7,8,5,6,8,19,4,2,7,7,89
5,1,26,7,11,3,22,11,13,12,9,5,8,14,23,21,22,5,12,10,89
0,0,16,4,2,1,9,15,0,8,4,0,1,0,7,6,0,0,3,4,89
12,3,20,1,6,0,9,1,10,8,38,4,5,2,7,9,3,7,4,7,89
20,0,14,6,6,9,17,5,20,16,17,13,17,10,22,34,7,0,13,13,89
